marital,age,job,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
0,46,blue-collar,1,0,57,1,0,3,14,may,194,4,-1,0,3,0
2,57,technician,1,0,0,1,0,3,14,may,360,2,-1,0,3,0
2,42,blue-collar,0,0,419,1,1,3,14,may,96,4,-1,0,3,0
1,46,admin.,1,0,120,1,0,3,14,may,20,11,-1,0,3,0
1,39,entrepreneur,1,0,580,1,0,3,14,may,323,4,-1,0,3,0
1,27,blue-collar,1,0,362,1,0,3,14,may,332,2,-1,0,3,0
1,42,management,1,0,43,1,0,3,14,may,735,8,-1,0,3,0
1,58,admin.,1,0,749,1,0,3,14,may,151,2,-1,0,3,0
0,42,admin.,1,0,243,1,0,3,14,may,46,5,-1,0,3,0
1,48,blue-collar,0,0,9004,0,0,3,14,may,158,3,-1,0,3,0
0,57,services,1,0,2236,1,0,3,14,may,73,2,-1,0,3,0
0,52,admin.,1,0,3348,1,0,3,14,may,407,4,-1,0,3,0
2,54,blue-collar,0,0,2062,1,0,3,14,may,438,2,-1,0,3,0
1,55,retired,1,0,188,0,0,3,14,may,139,2,-1,0,3,0
1,46,blue-collar,0,0,1483,1,0,3,14,may,174,3,-1,0,3,0
1,48,entrepreneur,3,0,2550,1,0,3,14,may,175,3,-1,0,3,0
0,25,admin.,1,1,53,1,0,3,14,may,313,4,-1,0,3,0
2,38,management,2,0,547,1,0,3,14,may,137,4,-1,0,3,0
1,46,retired,0,0,1374,0,1,3,14,may,22,3,-1,0,3,0
1,48,technician,3,0,67,1,0,3,14,may,328,4,-1,0,3,0
1,43,blue-collar,0,0,4998,1,0,3,14,may,93,4,-1,0,3,0
1,52,technician,1,0,0,0,0,3,14,may,97,2,-1,0,3,0
0,27,blue-collar,1,1,-2,1,1,3,14,may,123,5,-1,0,3,0
1,29,blue-collar,1,0,23,1,0,3,14,may,219,4,-1,0,3,0
1,49,admin.,1,0,512,1,1,3,14,may,455,3,-1,0,3,0
0,30,blue-collar,1,1,447,0,0,3,14,may,103,6,-1,0,3,0
1,50,admin.,1,0,1917,1,0,3,14,may,200,2,-1,0,3,0
1,58,blue-collar,3,0,4871,1,0,3,14,may,133,2,-1,0,3,0
1,44,blue-collar,1,0,326,1,0,3,14,may,35,2,-1,0,3,0
1,52,technician,1,0,0,1,1,3,14,may,77,2,-1,0,3,0
1,44,entrepreneur,1,0,0,0,0,3,14,may,211,2,-1,0,3,0
0,27,blue-collar,1,0,14,0,0,3,14,may,72,2,-1,0,3,0
1,35,technician,1,0,692,1,1,3,14,may,133,2,-1,0,3,0
1,31,blue-collar,1,0,369,1,1,3,14,may,89,2,-1,0,3,0
1,31,blue-collar,0,0,591,1,0,3,14,may,287,3,-1,0,3,0
1,52,housemaid,1,0,3923,1,0,3,14,may,942,3,-1,0,3,1
1,44,blue-collar,1,0,0,1,0,3,14,may,101,2,-1,0,3,0
0,28,blue-collar,0,0,348,1,1,3,14,may,305,3,-1,0,3,0
1,41,technician,1,0,102,1,1,3,14,may,387,9,-1,0,3,0
2,54,technician,1,0,447,1,0,3,14,may,146,4,-1,0,3,0
1,46,blue-collar,1,0,2121,1,0,3,14,may,160,1,-1,0,3,0
1,48,blue-collar,0,0,5154,1,0,3,14,may,70,1,-1,0,3,0
1,31,admin.,1,0,393,1,0,3,14,may,466,1,-1,0,3,0
1,42,services,0,0,5879,1,0,3,14,may,162,1,-1,0,3,0
1,40,blue-collar,1,0,-31,1,0,3,14,may,117,4,-1,0,3,0
1,56,self-employed,2,0,871,1,0,3,14,may,381,1,-1,0,3,0
1,45,management,2,0,37378,1,0,3,14,may,167,1,-1,0,3,0
2,53,technician,0,0,1443,1,0,3,14,may,476,1,-1,0,3,1
1,31,admin.,1,0,752,1,0,3,14,may,178,1,-1,0,3,0
1,42,management,2,0,1093,1,0,3,14,may,260,1,-1,0,3,0
1,51,technician,3,0,573,1,1,3,14,may,231,1,-1,0,3,0
1,52,management,2,0,258,0,0,3,14,may,188,1,-1,0,3,0
1,48,management,0,0,247,1,1,3,14,may,145,1,-1,0,3,0
0,28,management,2,0,202,1,0,3,14,may,163,3,-1,0,3,0
0,34,technician,1,0,302,1,0,3,14,may,282,1,-1,0,3,0
1,50,admin.,1,0,736,1,0,3,14,may,74,1,-1,0,3,0
1,46,blue-collar,0,0,0,1,0,3,14,may,73,1,-1,0,3,0
1,54,blue-collar,1,0,532,1,0,3,14,may,220,1,-1,0,3,0
2,43,technician,1,0,0,0,0,3,14,may,333,1,-1,0,3,0
2,55,blue-collar,1,0,7378,0,0,3,14,may,316,3,-1,0,3,0
1,47,blue-collar,0,0,4666,0,0,3,14,may,451,3,-1,0,3,0
1,43,entrepreneur,1,0,1516,1,0,3,14,may,318,1,-1,0,3,0
1,45,technician,1,0,0,1,1,3,14,may,246,2,-1,0,3,0
1,46,blue-collar,1,0,6085,1,1,3,14,may,311,2,-1,0,3,0
1,39,technician,1,1,-183,1,0,3,14,may,202,2,-1,0,3,0
0,26,student,1,0,91,1,0,3,14,may,174,2,-1,0,3,0
1,40,blue-collar,1,0,30,1,0,3,14,may,168,3,-1,0,3,0
2,48,blue-collar,0,0,24,1,0,3,14,may,832,1,-1,0,3,1
2,53,technician,1,0,522,1,0,3,14,may,230,1,-1,0,3,0
1,40,technician,1,0,770,1,0,3,14,may,200,1,-1,0,3,0
1,54,blue-collar,1,0,1288,1,0,3,14,may,170,1,-1,0,3,0
1,46,technician,1,0,1029,1,0,3,14,may,142,1,-1,0,3,0
2,47,technician,1,0,4135,1,0,3,14,may,283,8,-1,0,3,0
2,50,blue-collar,1,0,204,1,1,3,14,may,421,1,-1,0,3,0
2,59,retired,0,0,1534,1,0,3,14,may,278,1,-1,0,3,0
0,44,services,1,0,0,1,0,3,14,may,179,1,-1,0,3,0
1,42,management,2,0,877,1,0,3,14,may,238,1,-1,0,3,0
1,52,management,1,0,478,1,0,3,14,may,110,2,-1,0,3,0
0,30,management,2,0,1130,1,0,3,14,may,138,3,-1,0,3,0
0,46,blue-collar,1,0,2401,1,0,3,14,may,218,2,-1,0,3,0
1,45,management,2,0,740,1,0,3,14,may,158,2,-1,0,3,0
0,29,admin.,1,0,993,0,0,3,14,may,105,1,-1,0,3,0
1,53,blue-collar,0,0,896,1,0,3,14,may,106,1,-1,0,3,0
1,55,admin.,1,0,332,1,0,3,14,may,217,1,-1,0,3,0
0,45,management,2,0,1088,0,0,3,14,may,132,1,-1,0,3,0
1,35,technician,1,0,51,1,0,3,14,may,824,2,-1,0,3,0
0,52,blue-collar,1,0,1541,1,0,3,14,may,243,1,-1,0,3,0
1,40,management,2,0,413,1,0,3,14,may,150,1,-1,0,3,0
1,42,admin.,1,0,2656,1,0,3,14,may,238,1,-1,0,3,0
0,41,blue-collar,0,0,1618,1,0,3,14,may,1553,1,-1,0,3,1
2,42,admin.,1,0,146,1,0,3,14,may,148,2,-1,0,3,0
1,40,admin.,1,0,153,1,0,3,14,may,159,2,-1,0,3,0
1,41,services,1,0,4505,1,0,3,14,may,108,2,-1,0,3,0
1,57,management,2,0,0,1,0,3,14,may,124,1,-1,0,3,0
1,45,admin.,1,0,520,1,0,3,14,may,452,1,-1,0,3,0
1,47,management,0,0,4151,1,0,3,14,may,114,1,-1,0,3,0
1,40,unemployed,1,0,3382,1,0,3,14,may,125,1,-1,0,3,0
0,33,technician,1,0,261,1,0,3,14,may,622,1,-1,0,3,0
1,49,entrepreneur,1,0,1160,1,0,3,14,may,153,1,-1,0,3,0
2,39,management,2,0,517,1,1,3,14,may,1328,1,-1,0,3,1
1,50,services,1,0,2956,1,0,3,14,may,686,1,-1,0,3,0
2,60,retired,0,0,1327,1,1,3,14,may,80,1,-1,0,3,0
1,53,technician,1,0,8417,1,0,3,14,may,435,1,-1,0,3,0
1,58,retired,1,0,-172,1,0,3,14,may,300,1,-1,0,3,0
1,52,services,1,0,2257,1,0,3,14,may,203,1,-1,0,3,0
0,42,admin.,1,0,277,1,0,3,14,may,121,1,-1,0,3,0
1,42,blue-collar,1,0,902,1,0,3,14,may,71,1,-1,0,3,0
1,43,technician,1,0,212,1,0,3,14,may,78,1,-1,0,3,0
1,51,admin.,1,0,513,1,0,3,14,may,534,1,-1,0,3,0
2,53,3,2,0,2272,1,0,3,14,may,243,1,-1,0,3,0
1,53,technician,1,0,719,1,0,3,14,may,230,1,-1,0,3,0
1,42,management,2,0,1,0,0,3,14,may,253,1,-1,0,3,0
1,40,technician,1,0,503,1,0,3,14,may,127,3,-1,0,3,0
1,59,retired,1,0,1521,1,1,3,14,may,1125,2,-1,0,3,1
1,59,retired,1,0,2516,1,1,3,14,may,282,1,-1,0,3,0
1,48,housemaid,2,0,468,1,0,3,14,may,220,1,-1,0,3,0
0,25,3,3,0,329,1,0,3,14,may,158,2,-1,0,3,0
1,59,blue-collar,0,0,259,1,1,3,14,may,267,2,-1,0,3,0
1,49,unemployed,1,0,769,1,0,3,14,may,257,1,-1,0,3,0
1,42,management,2,0,-700,1,0,3,14,may,110,1,-1,0,3,0
1,37,blue-collar,1,0,15801,1,0,3,14,may,456,9,-1,0,3,0
1,40,blue-collar,0,0,7831,1,0,3,14,may,78,1,-1,0,3,0
1,31,management,2,0,0,0,0,3,14,may,298,1,-1,0,3,0
1,41,blue-collar,1,0,-68,1,0,3,14,may,429,2,-1,0,3,0
1,60,technician,1,0,2639,1,0,3,14,may,483,2,-1,0,3,0
2,42,admin.,1,0,1076,1,0,3,14,may,213,1,-1,0,3,0
1,48,blue-collar,0,0,584,1,0,3,14,may,51,1,-1,0,3,0
1,43,blue-collar,1,0,2706,1,1,3,14,may,44,1,-1,0,3,0
1,47,blue-collar,0,0,1294,1,0,3,14,may,164,2,-1,0,3,0
1,40,self-employed,0,0,771,1,0,3,14,may,166,1,-1,0,3,0
2,55,unemployed,1,0,283,1,1,3,14,may,220,2,-1,0,3,0
2,51,management,2,0,482,1,0,3,14,may,178,1,-1,0,3,0
1,54,management,2,0,11,0,0,3,14,may,452,2,-1,0,3,0
1,41,blue-collar,1,0,2823,1,0,3,14,may,858,1,-1,0,3,1
1,41,blue-collar,1,0,338,1,0,3,14,may,87,1,-1,0,3,0
1,53,blue-collar,1,0,5700,1,0,3,14,may,97,1,-1,0,3,0
1,46,admin.,1,0,3028,1,1,3,14,may,116,1,-1,0,3,0
1,45,entrepreneur,0,0,2418,1,0,3,14,may,120,1,-1,0,3,0
1,48,blue-collar,1,0,1405,1,0,3,14,may,629,2,-1,0,3,1
0,44,services,1,0,0,1,0,3,14,may,198,1,-1,0,3,0
1,47,blue-collar,1,0,2775,0,0,3,14,may,262,1,-1,0,3,0
1,49,blue-collar,1,0,611,1,1,3,14,may,179,1,-1,0,3,0
1,41,blue-collar,0,0,1654,1,0,3,14,may,35,1,-1,0,3,0
1,54,blue-collar,0,0,1691,1,0,3,14,may,156,1,-1,0,3,0
1,48,technician,1,0,427,0,0,3,14,may,201,1,-1,0,3,0
1,30,blue-collar,1,0,938,1,0,3,14,may,159,1,-1,0,3,0
1,45,blue-collar,0,0,626,1,0,3,14,may,68,1,-1,0,3,0
1,40,blue-collar,3,0,874,0,0,3,14,may,75,1,-1,0,3,0
0,42,blue-collar,1,0,24,0,0,3,14,may,229,1,-1,0,3,0
1,48,technician,1,0,7373,1,0,3,14,may,126,1,-1,0,3,0
1,40,admin.,1,0,1535,1,0,3,14,may,704,1,-1,0,3,1
1,47,blue-collar,0,0,2,1,1,3,14,may,164,1,-1,0,3,0
1,47,admin.,1,0,829,1,1,3,14,may,339,1,-1,0,3,0
0,33,blue-collar,1,0,164,1,0,3,14,may,461,1,-1,0,3,0
1,54,blue-collar,1,0,1765,1,0,3,14,may,188,1,-1,0,3,0
1,46,blue-collar,1,0,1733,1,0,3,14,may,546,1,-1,0,3,0
1,53,retired,0,0,383,1,0,3,14,may,171,1,-1,0,3,0
0,25,technician,2,0,777,1,0,3,14,may,351,1,-1,0,3,0
1,50,management,1,0,0,1,0,3,14,may,94,4,-1,0,3,0
1,40,blue-collar,1,0,1522,1,1,3,14,may,168,2,-1,0,3,0
1,53,management,2,0,4446,1,0,3,14,may,429,1,-1,0,3,0
1,41,blue-collar,1,0,923,1,0,3,14,may,249,2,-1,0,3,0
1,41,admin.,1,0,1309,1,0,3,14,may,568,1,-1,0,3,0
1,42,management,2,0,1340,1,0,3,14,may,299,1,-1,0,3,0
1,47,management,2,0,3158,1,0,3,14,may,282,1,-1,0,3,0
1,48,blue-collar,1,0,1596,1,0,3,14,may,760,1,-1,0,3,1
1,43,blue-collar,0,0,887,1,0,3,14,may,211,1,-1,0,3,0
1,55,management,2,0,23189,1,0,3,14,may,77,1,-1,0,3,0
1,40,admin.,1,0,1010,1,0,3,14,may,283,1,-1,0,3,0
1,45,blue-collar,0,0,246,1,0,3,14,may,263,1,-1,0,3,0
1,54,retired,1,0,918,1,0,3,14,may,189,1,-1,0,3,0
1,46,blue-collar,0,0,1429,1,0,3,14,may,91,1,-1,0,3,0
2,57,retired,0,0,2439,1,0,3,14,may,32,1,-1,0,3,0
1,49,entrepreneur,1,0,348,1,0,3,14,may,139,2,-1,0,3,0
1,49,admin.,1,0,387,1,0,3,14,may,347,1,-1,0,3,0
0,41,blue-collar,0,0,22,1,0,3,14,may,152,1,-1,0,3,0
1,42,self-employed,0,0,3641,1,0,3,14,may,869,1,-1,0,3,0
0,42,management,1,0,2535,1,0,3,14,may,339,1,-1,0,3,0
1,49,technician,0,0,1878,1,0,3,14,may,267,1,-1,0,3,0
1,42,blue-collar,1,0,3,1,0,3,14,may,34,1,-1,0,3,0
0,34,unemployed,1,0,9,1,0,3,14,may,153,2,-1,0,3,0
1,47,blue-collar,0,0,502,1,0,3,14,may,28,2,-1,0,3,0
1,41,admin.,1,0,3634,1,0,3,14,may,216,1,-1,0,3,0
1,45,technician,1,0,3395,1,0,3,14,may,215,1,-1,0,3,0
0,33,admin.,1,0,673,1,0,3,14,may,199,2,-1,0,3,0
1,53,blue-collar,0,0,600,1,0,3,14,may,139,1,-1,0,3,0
0,43,unemployed,0,0,698,1,0,3,14,may,322,1,-1,0,3,0
2,40,blue-collar,1,0,2540,1,0,3,14,may,189,1,-1,0,3,0
1,34,blue-collar,0,0,357,1,0,3,14,may,197,2,-1,0,3,0
1,40,technician,1,0,782,1,0,3,14,may,224,2,-1,0,3,0
1,41,blue-collar,0,0,2097,1,0,3,14,may,160,1,-1,0,3,0
0,44,blue-collar,3,0,-101,1,0,3,14,may,143,1,-1,0,3,0
2,57,admin.,0,0,628,1,1,3,14,may,191,1,-1,0,3,0
1,42,technician,1,0,0,1,0,3,14,may,833,1,-1,0,3,0
1,57,services,1,0,6874,1,0,3,14,may,356,1,-1,0,3,0
2,43,blue-collar,1,0,16,1,0,3,14,may,485,2,-1,0,3,0
1,45,blue-collar,0,0,1691,1,0,3,14,may,57,1,-1,0,3,0
1,60,retired,0,0,1542,1,0,3,14,may,930,1,-1,0,3,1
1,41,blue-collar,3,0,1057,1,0,3,14,may,247,2,-1,0,3,0
1,49,blue-collar,0,0,11317,1,0,3,14,may,208,1,-1,0,3,0
1,42,admin.,1,1,-1300,0,0,3,14,may,89,1,-1,0,3,0
1,41,services,0,0,299,1,0,3,14,may,72,1,-1,0,3,0
0,33,technician,1,0,189,1,0,3,14,may,260,1,-1,0,3,0
1,56,blue-collar,1,0,1412,1,0,3,14,may,129,1,-1,0,3,0
1,49,blue-collar,0,0,0,1,0,3,14,may,151,2,-1,0,3,0
1,41,blue-collar,1,0,235,1,0,3,14,may,181,1,-1,0,3,0
1,48,management,2,0,20718,1,0,3,14,may,125,1,-1,0,3,0
1,41,technician,1,0,1043,1,1,3,14,may,225,1,-1,0,3,0
1,41,services,1,0,890,1,0,3,14,may,829,1,-1,0,3,0
0,30,technician,1,0,768,0,1,3,14,may,749,2,-1,0,3,0
1,52,entrepreneur,2,0,618,1,1,3,14,may,166,2,-1,0,3,0
1,40,blue-collar,1,0,1313,0,0,3,14,may,87,1,-1,0,3,0
1,60,retired,1,0,3932,1,0,3,14,may,407,2,-1,0,3,0
0,28,management,2,0,334,1,0,3,14,may,438,4,-1,0,3,0
2,44,self-employed,1,0,80,1,1,3,14,may,387,2,-1,0,3,0
0,44,technician,1,0,-27,1,1,3,14,may,100,3,-1,0,3,0
0,32,blue-collar,1,0,2285,1,0,3,14,may,413,2,-1,0,3,0
1,53,management,2,0,193,0,0,3,14,may,521,2,-1,0,3,0
2,41,services,1,1,-198,0,1,3,14,may,133,1,-1,0,3,0
1,57,retired,2,0,1180,1,1,3,14,may,191,2,-1,0,3,0
1,42,blue-collar,0,0,505,1,0,3,14,may,521,2,-1,0,3,0
1,31,management,1,0,6943,1,0,3,14,may,109,1,-1,0,3,0
1,46,blue-collar,1,0,243,1,1,3,14,may,345,2,-1,0,3,0
0,40,technician,3,0,3652,1,0,3,14,may,1028,2,-1,0,3,1
2,46,technician,1,0,3455,1,0,3,14,may,566,2,-1,0,3,0
0,55,self-employed,1,0,2607,1,0,3,14,may,38,1,-1,0,3,0
0,52,blue-collar,0,0,2024,1,0,3,14,may,314,1,-1,0,3,0
1,50,management,1,0,0,1,0,3,14,may,214,1,-1,0,3,0
1,57,retired,1,0,-222,0,0,3,14,may,248,2,-1,0,3,0
1,28,blue-collar,1,0,1238,1,0,3,14,may,246,1,-1,0,3,0
1,46,blue-collar,1,0,33,1,0,3,14,may,136,8,-1,0,3,0
2,40,admin.,1,0,1000,1,0,3,14,may,98,1,-1,0,3,0
1,56,blue-collar,1,0,881,1,0,3,14,may,225,2,-1,0,3,0
2,48,services,1,0,403,1,0,3,14,may,364,1,-1,0,3,0
0,36,management,2,0,-38,1,0,3,14,may,784,1,-1,0,3,0
1,37,technician,2,1,0,1,0,3,14,may,93,14,-1,0,3,0
1,41,entrepreneur,2,0,221,1,0,3,14,may,57,2,-1,0,3,0
1,43,blue-collar,1,0,1109,1,0,3,14,may,160,2,-1,0,3,0
1,40,entrepreneur,1,0,1416,1,0,3,14,may,210,2,-1,0,3,0
1,40,entrepreneur,1,0,264,1,0,3,14,may,222,2,-1,0,3,0
1,45,blue-collar,1,0,141,1,1,3,14,may,21,10,-1,0,3,0
1,44,blue-collar,1,0,1944,1,0,3,14,may,222,5,-1,0,3,0
1,53,entrepreneur,0,0,694,1,0,3,14,may,157,1,-1,0,3,0
1,31,management,2,0,303,1,0,3,14,may,143,1,-1,0,3,0
1,50,blue-collar,1,0,2087,1,0,3,14,may,371,1,-1,0,3,0
1,53,management,2,0,369,1,1,3,14,may,161,2,-1,0,3,0
2,56,blue-collar,1,0,166,1,0,3,14,may,350,2,-1,0,3,0
1,45,technician,0,0,718,1,0,3,14,may,135,1,-1,0,3,0
1,47,self-employed,2,0,4543,1,0,3,14,may,162,1,-1,0,3,0
0,33,admin.,1,0,1613,1,0,3,14,may,565,1,-1,0,3,0
1,57,technician,2,0,-1,0,0,3,14,may,850,2,-1,0,3,1
0,45,entrepreneur,2,0,1410,1,0,3,14,may,44,8,-1,0,3,0
1,34,blue-collar,1,0,577,0,0,3,14,may,337,1,-1,0,3,0
1,49,entrepreneur,0,0,-63,1,0,3,14,may,416,2,-1,0,3,0
1,49,services,1,0,892,0,0,3,14,may,102,2,-1,0,3,0
2,37,admin.,1,0,-113,1,0,3,14,may,5,2,-1,0,3,0
1,57,technician,1,0,3240,1,0,3,14,may,129,2,-1,0,3,0
1,40,blue-collar,0,0,3658,1,0,3,14,may,977,1,-1,0,3,0
1,57,retired,1,0,3545,1,0,3,14,may,138,2,-1,0,3,0
1,45,unemployed,0,0,1292,1,0,3,14,may,70,2,-1,0,3,0
1,61,retired,1,0,4248,1,0,3,14,may,71,1,-1,0,3,0
2,54,management,1,0,155,1,0,3,14,may,75,1,-1,0,3,0
1,46,blue-collar,0,0,501,1,0,3,14,may,230,2,-1,0,3,0
1,51,admin.,0,0,658,1,0,3,14,may,369,1,-1,0,3,0
1,42,blue-collar,1,0,3743,1,0,3,14,may,136,1,-1,0,3,0
1,42,blue-collar,0,0,329,1,0,3,14,may,22,4,-1,0,3,0
1,60,management,0,0,703,1,0,3,14,may,378,1,-1,0,3,0
1,41,blue-collar,0,0,7735,1,0,3,14,may,240,1,-1,0,3,0
1,41,services,0,0,455,1,0,3,14,may,80,1,-1,0,3,0
1,55,blue-collar,1,0,831,1,0,3,14,may,144,1,-1,0,3,0
1,46,services,1,0,1757,1,0,3,14,may,380,4,-1,0,3,0
1,54,blue-collar,1,0,1480,1,0,3,14,may,108,1,-1,0,3,0
1,51,blue-collar,1,0,7180,1,0,3,14,may,927,1,-1,0,3,1
2,47,services,1,0,4906,1,0,3,14,may,389,1,-1,0,3,0
0,35,management,2,0,592,0,1,3,14,may,192,1,-1,0,3,0
1,30,blue-collar,1,0,128,1,0,3,14,may,273,1,-1,0,3,0
0,32,management,1,0,160,1,0,3,14,may,48,1,-1,0,3,0
1,35,blue-collar,0,0,441,1,0,3,14,may,8,1,-1,0,3,0
0,48,blue-collar,1,0,8982,1,0,3,14,may,628,1,-1,0,3,0
1,36,services,1,0,338,0,0,3,14,may,90,1,-1,0,3,0
1,53,services,1,0,10749,1,0,3,14,may,221,1,-1,0,3,0
1,48,technician,1,0,638,1,0,3,14,may,217,1,-1,0,3,0
1,42,services,1,0,737,1,0,3,14,may,762,2,-1,0,3,0
0,38,services,1,0,7695,1,0,3,14,may,193,2,-1,0,3,0
0,32,admin.,1,0,91,1,0,3,14,may,302,2,-1,0,3,0
1,51,unemployed,1,0,760,1,0,3,14,may,411,1,-1,0,3,0
1,34,blue-collar,1,0,683,1,0,3,14,may,245,2,-1,0,3,0
1,43,blue-collar,1,0,1311,1,0,3,14,may,746,1,-1,0,3,0
1,50,blue-collar,1,0,606,1,0,3,14,may,673,2,-1,0,3,0
1,44,blue-collar,0,0,0,1,0,3,14,may,220,7,-1,0,3,0
0,25,services,1,0,192,1,0,3,14,may,232,1,-1,0,3,0
1,60,blue-collar,1,0,751,1,0,3,14,may,115,3,-1,0,3,0
0,32,technician,3,0,10600,0,0,3,14,may,485,2,-1,0,3,0
1,44,admin.,1,0,447,1,1,3,14,may,106,5,-1,0,3,0
0,26,student,1,0,3096,1,0,3,14,may,107,1,-1,0,3,0
1,36,admin.,1,0,998,1,0,3,14,may,1044,2,-1,0,3,0
0,29,entrepreneur,2,0,303,1,0,3,14,may,180,4,-1,0,3,0
0,29,management,2,0,1952,1,0,3,14,may,354,1,-1,0,3,0
1,42,blue-collar,1,0,171,1,0,3,14,may,55,1,-1,0,3,0
0,32,blue-collar,1,0,116,0,0,3,14,may,392,1,-1,0,3,0
1,37,admin.,1,0,766,1,0,3,14,may,123,1,-1,0,3,0
2,50,admin.,1,1,-500,1,0,3,14,may,148,3,-1,0,3,0
1,44,blue-collar,1,0,2017,1,0,3,14,may,74,3,-1,0,3,0
1,43,technician,1,0,672,1,0,3,14,may,267,8,-1,0,3,0
1,41,services,0,0,450,1,0,3,14,may,374,2,-1,0,3,0
1,45,admin.,1,0,-31,1,0,3,14,may,295,2,-1,0,3,0
1,41,admin.,2,0,5426,1,0,3,14,may,149,2,-1,0,3,0
1,57,technician,1,0,629,1,0,3,14,may,226,2,-1,0,3,0
0,34,self-employed,2,0,2800,1,0,3,14,may,668,1,-1,0,3,0
1,47,services,1,0,1549,1,0,3,14,may,95,6,-1,0,3,0
1,49,technician,1,0,6050,1,0,3,14,may,229,2,-1,0,3,0
1,58,blue-collar,0,0,1406,1,0,3,14,may,252,3,-1,0,3,0
1,51,unemployed,1,0,425,1,0,3,14,may,286,14,-1,0,3,0
1,30,management,2,0,-328,1,0,3,14,may,242,5,-1,0,3,0
2,47,services,1,0,430,1,1,3,14,may,335,1,-1,0,3,0
0,29,technician,1,0,6911,0,0,3,14,may,323,5,-1,0,3,0
1,51,blue-collar,0,0,111,1,0,3,14,may,140,1,-1,0,3,0
0,49,housemaid,0,0,1158,1,0,3,14,may,159,3,-1,0,3,0
1,43,services,1,0,823,1,0,3,14,may,293,3,-1,0,3,0
1,41,blue-collar,0,0,410,1,0,3,14,may,85,4,-1,0,3,0
0,29,admin.,1,0,1028,1,0,3,14,may,343,1,-1,0,3,0
1,42,blue-collar,0,0,1288,1,0,3,14,may,295,1,-1,0,3,0
0,34,blue-collar,1,1,-115,1,0,3,14,may,360,1,-1,0,3,0
1,44,management,2,0,474,1,1,3,14,may,183,4,-1,0,3,0
2,44,services,1,0,2416,1,0,3,14,may,304,3,-1,0,3,0
1,30,management,2,0,233,1,0,3,14,may,382,10,-1,0,3,0
0,26,blue-collar,1,0,277,0,0,3,14,may,514,2,-1,0,3,0
0,28,technician,1,0,280,1,0,3,14,may,142,3,-1,0,3,0
1,42,technician,2,0,2106,1,1,3,14,may,162,2,-1,0,3,0
2,40,housemaid,0,0,2610,1,0,3,14,may,301,3,-1,0,3,0
1,49,retired,1,0,329,1,0,3,14,may,264,2,-1,0,3,0
2,42,admin.,1,0,1811,1,0,3,14,may,150,1,-1,0,3,0
1,29,admin.,1,0,387,1,1,3,14,may,49,1,-1,0,3,0
1,47,blue-collar,0,0,6439,1,0,3,14,may,326,3,-1,0,3,0
1,42,management,3,0,1333,1,0,3,14,may,468,2,-1,0,3,0
2,45,services,1,0,864,1,0,3,14,may,183,2,-1,0,3,0
0,29,admin.,1,0,900,1,0,3,14,may,339,1,-1,0,3,0
1,41,technician,2,0,744,1,0,3,14,may,125,1,-1,0,3,0
0,40,blue-collar,3,0,4370,1,0,3,14,may,232,2,-1,0,3,0
1,48,admin.,1,0,6532,1,0,3,14,may,312,5,-1,0,3,0
1,41,blue-collar,0,0,348,1,0,3,14,may,423,2,-1,0,3,0
1,60,retired,1,0,2077,1,0,3,14,may,163,1,-1,0,3,0
1,44,management,2,0,1945,0,0,3,14,may,191,1,-1,0,3,0
0,49,self-employed,2,0,21,1,0,3,14,may,248,1,-1,0,3,0
2,47,management,2,0,4556,1,0,3,14,may,146,1,-1,0,3,0
1,48,technician,1,0,1764,1,0,3,14,may,125,2,-1,0,3,0
1,44,admin.,0,0,248,1,0,3,14,may,234,1,-1,0,3,0
1,28,blue-collar,0,0,0,0,0,3,14,may,17,24,-1,0,3,0
1,31,services,1,0,37,1,0,3,14,may,546,1,-1,0,3,0
1,29,blue-collar,0,0,236,1,0,3,14,may,554,1,-1,0,3,0
0,28,student,1,0,246,1,0,3,14,may,162,4,-1,0,3,0
2,43,services,1,0,206,1,0,3,14,may,436,1,-1,0,3,0
1,32,services,1,0,162,1,0,3,14,may,297,2,-1,0,3,0
2,44,technician,1,0,976,1,0,3,14,may,302,2,-1,0,3,0
1,42,technician,1,0,645,1,1,3,14,may,349,5,-1,0,3,0
1,45,blue-collar,0,0,1794,1,0,3,14,may,174,2,-1,0,3,0
0,31,admin.,1,0,358,1,0,3,14,may,180,1,-1,0,3,0
0,48,technician,1,0,9131,1,0,3,14,may,902,5,-1,0,3,0
1,45,blue-collar,0,0,532,1,0,3,14,may,137,2,-1,0,3,0
0,27,blue-collar,1,0,1150,1,0,3,14,may,282,1,-1,0,3,0
1,55,blue-collar,0,0,680,1,0,3,14,may,321,1,-1,0,3,0
1,45,entrepreneur,1,0,245,1,0,3,14,may,126,3,-1,0,3,0
1,50,unemployed,1,0,-13,1,0,3,14,may,554,1,-1,0,3,0
1,44,unemployed,1,0,728,1,0,3,14,may,21,11,-1,0,3,0
1,45,admin.,1,0,137,1,0,3,14,may,427,1,-1,0,3,0
1,51,housemaid,0,0,289,0,0,3,14,may,97,5,-1,0,3,0
0,30,blue-collar,1,0,609,1,0,3,14,may,402,1,-1,0,3,0
1,43,blue-collar,1,0,15740,1,0,3,14,may,252,2,-1,0,3,0
1,41,blue-collar,0,0,574,1,0,3,14,may,449,2,-1,0,3,0
